user_id,item_id,base_score,recency_w,score
U-0001,hack-10,1.75777966186898,0.74654796157790912876,1.31226682347139
U-0001,hack-10-1,9.0451042891403,0.97481622865185278371,8.81731445090244
U-0001,hack-11,0.415888308335967,0.97702831769364528438,0.406334654241946
U-0001,hack-12,0.693147180559945,0.86129877118518355708,0.597006814866755
U-0001,hack-13,3.75777966186898,0.98364178924112795579,3.69630911017472
U-0001,hack-14,1.51450059700408,0.97487801255243009459,1.4764533320168
U-0001,hack-15,2.21807097779182,0.97485663540118217491,2.16230121049115
U-0001,hack-2,9.36477066676941,0.92430243614379206978,8.65588034122289
U-0001,hack-2-1,1.10903548889591,0.90126347307890302814,0.999533176490089
U-0001,hack-2-2,13.9115728965158,0.95430689998133126419,13.2759100047383
U-0001,hack-3,9.62091983939578,0.91285354314884232772,8.78249076374343
U-0001,hack-3-2,5.47013118242723,0.97655706933191392239,5.34189527637226
U-0001,hack-4,9.74132225667307,0.90117550726945582920,8.77864102613259
U-0001,hack-4-2,7.57510065989456,0.96736077167593473348,7.32785521987848
U-0001,hack-5,8.27228025887305,0.91278763491786621718,7.55083513287449
U-0001,hack-5-1,1.10903548889591,0.84847442862024732488,0.940988252760536
U-0001,hack-5-2,4.44121452910603,0.98361943080492357774,4.36846490720183
U-0001,hack-6,9.62091983939578,0.90630992390249190086,8.71953512751476
U-0001,hack-6-1,0.693147180559945,0.97486575973766692059,0.675725452786593
U-0001,hack-6-2,3.16288732479668,0.92442380704197762790,2.92384834203336
U-0001,hack-7,0.693147180559945,0.77532706232483906022,0.537415767262287
U-0001,hack-7-1,4.77768676572725,0.91296291249067602593,4.36185082460651
U-0001,hack-8,1.75777966186898,0.88112401634548560642,1.5488218755164
U-0001,hack-8-1,5.56544136223156,0.93233360848234205770,5.18884802804623
U-0001,hack-9-1,14.2296718894703,0.96930182770910624606,13.7928469701645
U-0001,T-001,0.693147180559945,0.96938762853370920287,0.671928301587832
U-0001,T-002,4.69314718055995,0.97671690549770120643,4.58387619124177
U-0001,T-003,5.09861228866811,0.90765407754497160886,4.62777623363051
U-0001,T-004,1.79175946922805,0.84835407905919669954,1.52004645441256
U-0001,T-005,5.38629436111989,0.91084418241479801333,4.90607488359968
U-0001,T-007,4,0.97123418647631000469,3.88493674590524
U-0001,T-009,5.09861228866811,0.94738175807610359887,4.83033227378682
U-0001,T-010,5.38629436111989,0.84857711672799465919,4.57068613880737
U-0001,T-011,0.693147180559945,0.54880828511472928446,0.380404915495213
U-0001,T-012,5.38629436111989,0.97668060054316030903,5.26068921132081
U-0001,T-013,1.09861228866811,0.96954758866268026297,1.06515689535335
U-0001,T-014,0.693147180559945,0.78853758768455727650,0.546572605669091
U-0001,T-015,4.69314718055995,0.84843461997878786533,3.9818285446429
U-0001,T-016,4.69314718055995,0.87096102442379401492,4.08754827615213
